sl_no,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd,Aging Bucket
6836,CA02,140104423,METRO  us,43:32.4,2020,2960618998,00:00.0,00:00.0,00:00.0,CA10,68384.5172,0-15
6837,U001,200762301,C&S WH foundation,12:15.7,2020,1930705072,00:00.0,00:00.0,00:00.0,NAC6,8936.32,0-15
6838,U001,200793568,SUPE trust,49:03.7,2020,1930699810,00:00.0,00:00.0,00:00.0,NAA8,43536.47,0-15
6839,CA02,140104240,FEDER co,47:35.4,2020,2960625178,00:00.0,00:00.0,00:00.0,CA10,96224.2199,0-15
6840,U001,200769623,WAL-MAR corp,00:35.2,2020,1930688438,00:00.0,00:00.0,00:00.0,NAH4,16783.78,0-15
6841,U001,200769623,WAL-MAR corporation,45:59.7,2020,1930700064,00:00.0,00:00.0,00:00.0,NAH4,67251.87,0-15
6842,U001,200786288,FAMILY us,29:41.3,2020,1930670574,00:00.0,00:00.0,00:00.0,NAC6,13504.28,
6843,U001,200708411,SHAM systems,56:52.3,2020,1930876401,00:00.0,00:00.0,00:00.0,NAA8,66521.23,
6844,CA02,140106224,MEILLE systems,31:30.3,2020,2960621131,00:00.0,00:00.0,00:00.0,CA10,34684.4049,0-15
6845,U001,200704858,WAKE trust,59:15.6,2020,1930672851,00:00.0,00:00.0,00:00.0,NAGD,6596.38,
6846,U001,200759878,SA trust,45:07.5,2020,1930777156,00:00.0,00:00.0,00:00.0,NAH4,18927.3,0-15
6847,U001,200769623,WAL-MAR in,29:18.2,2020,1930662009,00:00.0,00:00.0,00:00.0,NAH4,42236.91,0-15
6848,U001,200729290,KROGER llc,32:05.1,2020,1930709878,00:00.0,00:00.0,00:00.0,NAA8,73913.44,0-15
6849,U001,100043936,PAPA JO trust,07:50.7,2020,1930778543,00:00.0,00:00.0,00:00.0,NA10,15026.34,
6850,U001,200769623,WAL-MAR corporation,04:08.0,2020,1930675781,00:00.0,00:00.0,00:00.0,NAH4,313.13,0-15
6851,CA02,140106372,G T  systems,32:26.6,2020,2960627832,00:00.0,00:00.0,00:00.0,CA10,3564.4089,0-15
6852,CA02,140104409,LOB corporation,17:22.5,2020,2960627313,00:00.0,00:00.0,00:00.0,CA10,28402.08,0-15
6853,U001,200769623,WAL-MAR in,07:33.3,2020,1930612418,00:00.0,00:00.0,00:00.0,NAH4,57080.48,0-15
6854,U001,200726979,BJ'S  llc,32:44.1,2020,1930725156,00:00.0,00:00.0,00:00.0,NAA8,126.92,
6855,U001,200900212,CASEY in,06:21.3,2020,1930741015,00:00.0,00:00.0,00:00.0,NAA8,26455.01,0-15
6856,U001,200148860,DOLLA corporation,31:29.9,2020,1930800641,00:00.0,00:00.0,00:00.0,NAA8,33059.35,
6857,U001,200769623,WAL-MAR trust,11:41.0,2020,1930665658,00:00.0,00:00.0,00:00.0,NAH4,123.23,
6858,U001,200744019,TARG in,52:21.7,2020,1930747432,00:00.0,00:00.0,00:00.0,NAA8,12187.91,0-15
6859,U001,200769623,WAL-MAR corporation,27:46.9,2020,1930729023,00:00.0,00:00.0,00:00.0,NAH4,15846.54,0-15
6860,U001,200761734,H E BUT associates,19:55.9,2020,1930730642,00:00.0,00:00.0,00:00.0,NAA8,34091.29,
6861,U001,200794332,COST associates,40:56.7,2020,1930660858,00:00.0,00:00.0,00:00.0,NAAX,55629.77,0-15
6862,U001,200744019,TARG in,37:34.1,2020,1930706534,00:00.0,00:00.0,00:00.0,NAA8,93132.33,0-15
6863,U001,200726979,BJ'S  trust,15:39.9,2020,1930801737,00:00.0,00:00.0,00:00.0,NAA8,190.38,
6864,U001,200769623,WAL-MAR systems,57:47.1,2020,1930654876,00:00.0,00:00.0,00:00.0,NAH4,37444.95,0-15
6865,U002,200816950,COLOM trust,19:59.5,2020,1990572216,00:00.0,00:00.0,00:00.0,NA38,79772.51,0-15
6866,U001,200437182,FOOD  associates,02:28.6,2020,1930724520,00:00.0,00:00.0,00:00.0,NAA8,50612.44,0-15
6867,U001,200794332,COST co,00:12.5,2020,1930611055,00:00.0,00:00.0,00:00.0,NAAX,1311.75,
6868,U001,200769623,WAL-MAR ,40:53.9,2020,1930720535,00:00.0,00:00.0,00:00.0,NAH4,15624.84,0-15
6869,U001,200769623,WAL-MAR us,46:17.5,2020,1930647222,00:00.0,00:00.0,00:00.0,NAH4,12387.59,0-15
6870,U001,200759082,INGL us,31:14.2,2020,1930693247,00:00.0,00:00.0,00:00.0,NAGD,20131.42,0-15
6871,U001,200769623,WAL-MAR corp,20:42.3,2020,1930738538,00:00.0,00:00.0,00:00.0,NAH4,62536.66,0-15
6872,U001,200881076,ALBERT us,41:18.0,2020,1930713765,00:00.0,00:00.0,00:00.0,NAA8,53194.24,16-30
6873,U001,200762301,C&S WH systems,15:40.3,2020,1930788111,00:00.0,00:00.0,00:00.0,NAC6,5231.14,
6874,U001,200744019,TARG trust,26:08.0,2020,1930630204,00:00.0,00:00.0,00:00.0,NAA8,10384.56,0-15
6875,CA02,140106408,WAL-M foundation,00:02.2,2020,2960619198,00:00.0,00:00.0,00:00.0,CA10,4853.7837,16-30
6876,U001,200769623,WAL-MAR co,39:55.1,2020,1930580235,00:00.0,00:00.0,00:00.0,NAH4,15782.42,0-15
6877,U001,200705742,DOT corp,57:48.6,2020,1930854558,00:00.0,00:00.0,00:00.0,NAAW,8062.84,
6878,U001,200769623,WAL-MAR corporation,25:24.7,2020,1930676171,00:00.0,00:00.0,00:00.0,NAH4,70139.13,0-15
6879,U001,200769623,WAL-MAR corp,29:30.1,2020,1930645907,00:00.0,00:00.0,00:00.0,NAH4,23255.79,0-15
6880,U001,200762301,C&S WH us,00:50.7,2020,1930759725,00:00.0,00:00.0,00:00.0,NAC6,113724.33,0-15
6881,U001,200726979,BJ'S  corp,04:18.2,2020,1930582987,00:00.0,00:00.0,00:00.0,NAA8,496.14,0-15
6882,U001,200769623,WAL-MAR systems,57:57.3,2020,1930804576,00:00.0,00:00.0,00:00.0,NAH4,37087.75,0-15
6883,U001,100034443,FOOD A corporation,21:41.3,2020,1930638602,00:00.0,00:00.0,00:00.0,NAA8,22957.64,0-15
6884,U001,200781803,JRD ,47:31.5,2020,1930699891,00:00.0,00:00.0,00:00.0,NAA8,15610.35,0-15
6885,U001,CCU013,KRAFT F co,43:10.0,2020,1930684592,00:00.0,00:00.0,00:00.0,NAX2,14904,31-45
6886,U001,200359490,DUTCH  systems,18:31.9,2020,1930862347,00:00.0,00:00.0,00:00.0,NA10,16392.96,0-15
6887,U001,200706844,WINC corp,17:39.8,2020,1930716738,00:00.0,00:00.0,00:00.0,NAA8,65350.62,0-15
6888,U001,200772595,SAFEW us,05:03.9,2020,1930673858,00:00.0,00:00.0,00:00.0,NAA8,12315.37,0-15
6889,U001,200707822,PUBLI foundation,41:09.1,2020,1930660342,00:00.0,00:00.0,00:00.0,NAA8,62486.43,0-15
6890,U001,200790165,CONSO corp,57:19.1,2020,1930830553,00:00.0,00:00.0,00:00.0,NAA8,10710,0-15
6891,U001,200769623,WAL-MAR us,38:36.1,2020,1930607485,00:00.0,00:00.0,00:00.0,NAH4,36198.51,0-15
6892,U001,200772670,ASSOCIAT foundation,34:05.1,2020,1930731456,00:00.0,00:00.0,00:00.0,NAU5,1496.87,
6893,U001,200707822,PUBLI corp,11:59.9,2020,1930706527,00:00.0,00:00.0,00:00.0,NAA8,126311.27,0-15
6894,U001,200865666,RESTAU llc,57:34.5,2020,1930580228,00:00.0,00:00.0,00:00.0,NAD1,1518.12,0-15
6895,U001,200769623,WAL-MAR systems,22:06.4,2020,1930875043,00:00.0,00:00.0,00:00.0,NAH4,28711.62,0-15
6896,U001,200936373,SUPE llc,37:45.5,2020,1930682794,00:00.0,00:00.0,00:00.0,NAA8,95568.89,0-15
6897,U001,200759878,SA systems,59:25.1,2020,1930823944,00:00.0,00:00.0,00:00.0,NAH4,13883.47,0-15
6898,U001,100031704,DELHAIZE corp,04:51.3,2020,1930584994,00:00.0,00:00.0,00:00.0,NAA8,17795.99,0-15
6899,U001,200726979,BJ'S  corporation,16:32.7,2020,1930689377,00:00.0,00:00.0,00:00.0,NAA8,678.25,0-15
6900,U001,200780383,MEIJ corp,00:47.7,2020,1930699647,00:00.0,00:00.0,00:00.0,NAA8,24340.42,0-15
6901,U001,200148860,DOLLA corporation,54:32.1,2020,1930842455,00:00.0,00:00.0,00:00.0,NAGD,10190.95,
6902,U001,200769623,WAL-MAR llc,17:23.8,2020,1930584684,00:00.0,00:00.0,00:00.0,NAH4,41405.16,
6903,U001,200803720,DEC systems,46:44.3,2020,1930765364,00:00.0,00:00.0,00:00.0,NAM4,1501.46,
6904,U001,200769623,WAL-MAR trust,26:15.6,2020,1930709877,00:00.0,00:00.0,00:00.0,NAH4,51376.96,0-15
6905,U001,200793122,PIGGLY corporation,57:47.6,2020,1930589781,00:00.0,00:00.0,00:00.0,NAA8,78487.83,0-15
6906,U001,200794332,COST systems,37:05.3,2020,1930717247,00:00.0,00:00.0,00:00.0,NAAX,76017.68,0-15
6907,U001,200230690,DECA us,05:35.1,2020,1930858014,00:00.0,00:00.0,00:00.0,NAM4,309,
6908,U001,200793830,M systems,34:02.7,2020,1930679051,00:00.0,00:00.0,00:00.0,NAA8,53260.16,0-15
6909,U001,200707741,SMART &  in,16:11.5,2020,1930690912,00:00.0,00:00.0,00:00.0,NAA8,22276.35,0-15
6910,U001,200769623,WAL-MAR foundation,48:02.8,2020,1930673195,00:00.0,00:00.0,00:00.0,NAH4,72080.17,0-15
6911,U001,200706844,WINC systems,03:46.5,2020,1930567334,00:00.0,00:00.0,00:00.0,NAA8,45715.68,0-15
6912,U001,200704045,RA corporation,12:47.9,2020,1930709896,00:00.0,00:00.0,00:00.0,NAA8,120805.63,0-15
6913,U001,200705372,FR systems,37:20.0,2020,1930643010,00:00.0,00:00.0,00:00.0,NAGD,2599.23,
6914,U001,200704858,WAKE corp,47:18.7,2020,1930739734,00:00.0,00:00.0,00:00.0,NAA8,45864.7,0-15
6915,U001,200769623,WAL-MAR trust,54:54.5,2020,1930707498,00:00.0,00:00.0,00:00.0,NAH4,8985.43,
6916,U001,200418007,AM trust,34:16.1,2020,1930818760,00:00.0,00:00.0,00:00.0,NAA8,9899.36,0-15
6917,U001,200726979,BJ'S  llc,00:52.5,2020,1930856931,00:00.0,00:00.0,00:00.0,NAA8,92.84,0-15
6918,U001,100036168,GREA llc,59:36.8,2020,1930837885,00:00.0,00:00.0,00:00.0,NA10,12418.14,
6919,U001,100031704,DELHAIZE co,52:42.5,2020,1930797423,00:00.0,00:00.0,00:00.0,NAGD,8839.4,0-15
6920,U001,200762301,C&S WH corporation,50:44.6,2020,1930829811,00:00.0,00:00.0,00:00.0,NAC6,49749.82,0-15
6921,U001,200776463,KROGE corporation,24:57.0,2020,1930598034,00:00.0,00:00.0,00:00.0,NAGD,1990.99,0-15
6922,U001,200769623,WAL-MAR ,06:51.0,2020,1930727985,00:00.0,00:00.0,00:00.0,NAH4,1898.9,0-15
6923,U001,200769623,WAL-MAR ,29:04.2,2020,1930783408,00:00.0,00:00.0,00:00.0,NAH4,26735.49,0-15
6924,U001,200762301,C&S WH systems,50:49.8,2020,1930585908,00:00.0,00:00.0,00:00.0,NAC6,15512.72,
6925,U001,200148860,DOLLA systems,43:02.6,2020,1930629317,00:00.0,00:00.0,00:00.0,NAA8,13748.13,
6926,U001,200029010,KROG associates,26:37.2,2020,1930617110,00:00.0,00:00.0,00:00.0,NAGD,8159.69,0-15
6927,U001,200769623,WAL-MAR in,03:04.4,2020,1930641540,00:00.0,00:00.0,00:00.0,NAH4,1898.9,0-15
6928,U001,100031704,DELHAIZE systems,10:25.8,2020,1930859697,00:00.0,00:00.0,00:00.0,NAA8,110377.23,
6929,U001,200707822,PUBLI corporation,33:29.6,2020,1930731151,00:00.0,00:00.0,00:00.0,NAA8,23894.84,
6930,U001,100043936,PAPA JO systems,27:42.2,2020,1930763563,00:00.0,00:00.0,00:00.0,NA10,16823.17,0-15
6931,U001,200416837,DEC corporation,04:43.4,2020,1930856979,00:00.0,00:00.0,00:00.0,NAM4,3717.86,
6932,U001,200779719,FOOD 4 llc,41:34.2,2020,1930861044,00:00.0,00:00.0,00:00.0,NAA8,13388.51,0-15
6933,U001,200514741,LIDE llc,14:23.6,2020,1930755138,00:00.0,00:00.0,00:00.0,NAVQ,140778.3,0-15
6934,U001,200519201,KROGE associates,01:06.9,2020,1930748621,00:00.0,00:00.0,00:00.0,NAA8,111465.08,0-15
6935,U001,200148860,DOLLA llc,36:56.7,2020,1930858122,00:00.0,00:00.0,00:00.0,NAA8,36707.71,
6936,U001,200705742,DOT associates,48:41.2,2020,1930636630,00:00.0,00:00.0,00:00.0,NAAW,36802.22,
6937,U001,200097356,PETE co,15:20.9,2020,1930744322,00:00.0,00:00.0,00:00.0,NAA8,16156.52,0-15
6938,U001,200744019,TARG corporation,25:49.2,2020,1930861917,00:00.0,00:00.0,00:00.0,NAA8,40409.24,0-15
6939,U001,200711029,WEGMAN in,54:20.0,2020,1930732656,00:00.0,00:00.0,00:00.0,NAA8,25030.3,0-15
6940,U001,200707822,PUBLI corporation,52:31.0,2020,1930620481,00:00.0,00:00.0,00:00.0,NAA8,12582.47,0-15
6941,U001,200769623,WAL-MAR llc,46:17.5,2020,1930646041,00:00.0,00:00.0,00:00.0,NAH4,12707.63,0-15
6942,CA02,140104409,LOB systems,38:08.9,2020,2960617464,00:00.0,00:00.0,00:00.0,CA10,167100.9501,0-15
6943,U001,200744019,TARG associates,46:46.5,2020,1930832244,00:00.0,00:00.0,00:00.0,NAA8,15894.63,0-15
6944,U001,200769623,WAL-MAR us,22:06.4,2020,1930871149,00:00.0,00:00.0,00:00.0,NAH4,32537.63,0-15
6945,U001,200133150,KROG us,56:30.6,2020,1930834443,00:00.0,00:00.0,00:00.0,NAA8,287198.25,0-15
6946,U001,200707822,PUBLI llc,30:02.8,2020,1930824558,00:00.0,00:00.0,00:00.0,NAA8,70075.27,0-15
6947,U001,200769623,WAL-MAR corp,08:46.5,2020,1930653123,00:00.0,00:00.0,00:00.0,NAH4,64352.06,0-15
6948,U001,200773492,G & L  llc,24:35.9,2020,1930691625,00:00.0,00:00.0,00:00.0,NAA8,36073.48,0-15
6949,U001,200769623,WAL-MAR foundation,56:41.9,2020,1930718910,00:00.0,00:00.0,00:00.0,NAH4,4063.83,0-15
6950,CA02,140106181,THE  corporation,19:04.0,2020,2960617442,00:00.0,00:00.0,00:00.0,CA10,21841.92,Greatar than 60
6951,U001,200769623,WAL-MAR us,59:42.9,2020,1930652602,00:00.0,00:00.0,00:00.0,NAH4,22021.88,0-15
6952,CA02,140105785,SHOPPE us,02:15.5,2020,2960630939,00:00.0,00:00.0,00:00.0,CA10,13347.84,0-15
6953,U001,200780383,MEIJ co,30:17.1,2020,1930700810,00:00.0,00:00.0,00:00.0,NAA8,39366.34,0-15
6954,U001,200772670,ASSOCIAT llc,32:33.9,2020,1930623420,00:00.0,00:00.0,00:00.0,NAU5,62683.74,0-15
6955,U001,200769623,WAL-MAR foundation,56:41.9,2020,1930581747,00:00.0,00:00.0,00:00.0,NAH4,6171.06,0-15
6956,U001,200418007,AM corp,06:51.0,2020,1930592659,00:00.0,00:00.0,00:00.0,NAA8,33580.31,0-15
6957,U001,200749782,KROG associates,50:10.6,2020,1930586790,00:00.0,00:00.0,00:00.0,NAA8,54798.15,0-15
6958,U001,200707822,PUBLI corporation,48:43.1,2020,1930732036,00:00.0,00:00.0,00:00.0,NAA8,53694.86,0-15
6959,U001,200769623,WAL-MAR corp,03:04.4,2020,1930881181,00:00.0,00:00.0,00:00.0,NAH4,3421.42,0-15
6960,CA02,140106408,WAL-M corporation,44:12.5,2020,2960621748,00:00.0,00:00.0,00:00.0,CA10,36859.2117,16-30
6961,U001,200769623,WAL-MAR llc,57:43.0,2020,1930622761,00:00.0,00:00.0,00:00.0,NAH4,53249.19,0-15
6962,U001,200769623,WAL-MAR co,27:04.6,2020,1930606303,00:00.0,00:00.0,00:00.0,NAH4,1504.87,0-15
6963,U001,200769623,WAL-MAR llc,29:27.0,2020,1930686735,00:00.0,00:00.0,00:00.0,NAH4,33988.59,0-15
6964,U001,200759878,SA corporation,39:08.6,2020,1930730185,00:00.0,00:00.0,00:00.0,NAH4,13229.08,0-15
6965,U001,200769623,WAL-MAR co,15:20.6,2020,1930705474,00:00.0,00:00.0,00:00.0,NAH4,11078.02,0-15
6966,U013,140103400,FOST associates,14:18.7,2020,1991840568,00:00.0,00:00.0,00:00.0,NAVE,1193.4,0-15
6967,U001,200723794,MID MO foundation,42:26.7,2020,1930658237,00:00.0,00:00.0,00:00.0,NAA8,65732.4,0-15
6968,U001,200769623,WAL-MAR us,08:10.6,2020,1930722852,00:00.0,00:00.0,00:00.0,NAH4,62353.96,0-15
6969,U001,200759878,SA associates,26:36.8,2020,1930733601,00:00.0,00:00.0,00:00.0,NAH4,14035.83,
6970,U001,200769623,WAL-MAR in,44:49.4,2020,1930827432,00:00.0,00:00.0,00:00.0,NAH4,33949.9,0-15
6971,U001,200726979,BJ'S  co,34:30.7,2020,1930656108,00:00.0,00:00.0,00:00.0,NAA8,356.13,0-15
6972,U001,200826820,C H G ,08:48.8,2020,1930859852,00:00.0,00:00.0,00:00.0,NAA8,6652.4,0-15
6973,U001,200769623,WAL-MAR ,41:17.4,2020,1930853772,00:00.0,00:00.0,00:00.0,NAH4,13859.38,0-15
6974,U001,200793830,M trust,27:25.1,2020,1930818951,00:00.0,00:00.0,00:00.0,NAA8,41822.76,0-15
6975,U001,200771157,WEIS co,50:28.6,2020,1930800405,00:00.0,00:00.0,00:00.0,NAA8,505.29,0-15
6976,U001,200769623,WAL-MAR foundation,19:06.3,2020,1930732629,00:00.0,00:00.0,00:00.0,NAH4,15056.43,
6977,U001,200974851,RESTA llc,25:31.5,2020,1930861221,00:00.0,00:00.0,00:00.0,NAA8,245.55,0-15
6978,U001,200769623,WAL-MAR corp,17:17.7,2020,1930655176,00:00.0,00:00.0,00:00.0,NAH4,42005.3,0-15
6979,U001,200769623,WAL-MAR in,35:50.4,2020,1930778059,00:00.0,00:00.0,00:00.0,NAH4,44047.38,0-15
6980,U001,200752302,KROGER us,49:20.7,2020,1930860232,00:00.0,00:00.0,00:00.0,NAA8,47407.15,0-15
6981,U001,200704858,WAKE in,31:28.5,2020,1930717577,00:00.0,00:00.0,00:00.0,NAA8,75193.04,
6982,U001,200759878,SA us,45:50.7,2020,1930683551,00:00.0,00:00.0,00:00.0,NAH4,39675.59,0-15
6983,U001,CCU013,KRAFT F systems,00:08.5,2020,1930606372,00:00.0,00:00.0,00:00.0,NAX2,8433.98,46-60
6984,U001,200762301,C&S WH associates,59:20.1,2020,1930705971,00:00.0,00:00.0,00:00.0,NAC6,42067.55,0-15
6985,U001,200253680,SCHWANS corporation,10:26.3,2020,1930655855,00:00.0,00:00.0,00:00.0,NAA8,40605.6,0-15
6986,U001,200769623,WAL-MAR corporation,47:39.2,2020,1930803607,00:00.0,00:00.0,00:00.0,NAH4,15150.97,0-15
6987,U001,200769623,WAL-MAR llc,31:16.5,2020,1930666220,00:00.0,00:00.0,00:00.0,NAH4,20538.32,0-15
6988,U001,CCU013,KRAFT F trust,15:54.5,2020,1930615449,00:00.0,00:00.0,00:00.0,NAX2,12297.6,31-45
6989,U001,200762301,C&S WH foundation,55:55.5,2020,1930661423,00:00.0,00:00.0,00:00.0,NAC6,27980.86,0-15
6990,U001,200769623,WAL-MAR foundation,43:27.5,2020,1930619966,00:00.0,00:00.0,00:00.0,NAH4,7195.24,0-15
6991,U001,200769623,WAL-MAR llc,22:06.4,2020,1930611986,00:00.0,00:00.0,00:00.0,NAH4,30082.16,0-15
6992,U001,CCCA02,KRAFT  ,27:45.5,2020,1930617541,00:00.0,00:00.0,00:00.0,NAG2,14151.51,0-15
6993,U001,200707822,PUBLI corp,14:31.0,2020,1930577319,00:00.0,00:00.0,00:00.0,NAA8,132666.82,0-15
6994,U001,200726979,BJ'S  systems,21:39.8,2020,1930817263,00:00.0,00:00.0,00:00.0,NAA8,197.7,
6995,U001,200780825,SYSCO FO llc,36:55.1,2020,1930621986,00:00.0,00:00.0,00:00.0,NAA8,34937.45,0-15
6996,U001,200230690,DECA foundation,09:39.1,2020,1930855588,00:00.0,00:00.0,00:00.0,NAM4,5689.18,
6997,U001,200472086,CONSUMER llc,48:04.5,2020,1930774624,00:00.0,00:00.0,00:00.0,NAA8,83433.46,0-15
6998,U001,200020431,DEC in,05:49.9,2020,1930817773,00:00.0,00:00.0,00:00.0,NAM2,18709.32,
6999,U001,200705089,JETR systems,02:15.1,2020,1930673747,00:00.0,00:00.0,00:00.0,NAA8,657.67,0-15
7000,U001,200762301,C&S WH ,48:51.8,2020,1930607565,00:00.0,00:00.0,00:00.0,NAC6,97023.02,0-15
7001,U001,200794332,COST in,01:08.8,2020,1930645448,00:00.0,00:00.0,00:00.0,NAAX,32715.47,
7002,U001,200744019,TARG associates,03:44.3,2020,1930717589,00:00.0,00:00.0,00:00.0,NAA8,31071.6,0-15
7003,U001,200769623,WAL-MAR associates,34:49.6,2020,1930692816,00:00.0,00:00.0,00:00.0,NAH4,10722.13,0-15
7004,U001,200769623,WAL-MAR corporation,45:59.7,2020,1930839154,00:00.0,00:00.0,00:00.0,NAH4,61188.77,0-15
7005,U001,200769623,WAL-MAR associates,22:14.5,2020,1930842915,00:00.0,00:00.0,00:00.0,NAH4,341.18,0-15
7006,U001,200769623,WAL-MAR llc,40:18.6,2020,1930733058,00:00.0,00:00.0,00:00.0,NAH4,11468.32,0-15
7007,U001,200792293,UNIFIE in,59:12.4,2020,1930720582,00:00.0,00:00.0,00:00.0,NAA8,72257.83,0-15
7008,U001,200769623,WAL-MAR co,43:04.0,2020,1930714845,00:00.0,00:00.0,00:00.0,NAH4,8882.88,0-15
7009,U001,200732755,KROGER in,05:14.7,2020,1930653666,00:00.0,00:00.0,00:00.0,NAA8,19017.5,0-15
7010,U001,200769623,WAL-MAR systems,19:06.3,2020,1930838214,00:00.0,00:00.0,00:00.0,NAH4,18907.81,
7011,U001,200759878,SA trust,38:45.1,2020,1930577773,00:00.0,00:00.0,00:00.0,NAH4,13563.71,0-15
7012,U001,200418007,AM trust,14:40.3,2020,1930706312,00:00.0,00:00.0,00:00.0,NAA8,18209.86,0-15
7013,U001,200803720,DEC us,25:16.6,2020,1930765398,00:00.0,00:00.0,00:00.0,NAM4,5143.38,
7014,U001,200794332,COST foundation,47:20.0,2020,1930637733,00:00.0,00:00.0,00:00.0,NAAX,8793.09,
7015,U001,200783734,FAREW in,48:03.4,2020,1930793556,00:00.0,00:00.0,00:00.0,NAA8,30708.35,0-15
7016,U001,200769623,WAL-MAR ,37:11.7,2020,1930809828,00:00.0,00:00.0,00:00.0,NAH4,3403.8,0-15
7017,U001,200769623,WAL-MAR corp,00:18.5,2020,1930719757,00:00.0,00:00.0,00:00.0,NAH4,1898.2,0-15
7018,U001,200769623,WAL-MAR us,56:41.9,2020,1930581851,00:00.0,00:00.0,00:00.0,NAH4,5483.03,0-15
7019,U001,200707822,PUBLI llc,11:47.2,2020,1930710330,00:00.0,00:00.0,00:00.0,NAA8,86494.66,0-15
7020,U001,200793513,KROGER associates,13:42.9,2020,1930684865,00:00.0,00:00.0,00:00.0,NAA8,75334.45,0-15
7021,U001,200769623,WAL-MAR corporation,14:32.9,2020,1930585918,00:00.0,00:00.0,00:00.0,NAH4,933.62,0-15
7022,U001,200769623,WAL-MAR associates,44:14.4,2020,1930719811,00:00.0,00:00.0,00:00.0,NAH4,14191.17,0-15
7023,U001,200781803,JRD co,01:50.4,2020,1930729157,00:00.0,00:00.0,00:00.0,NAD1,3564.37,
7024,U001,200762301,C&S WH in,38:13.8,2020,1930788107,00:00.0,00:00.0,00:00.0,NAC6,37958.14,
7025,U001,200769623,WAL-MAR in,27:04.6,2020,1930860095,00:00.0,00:00.0,00:00.0,NAH4,1084.68,0-15
7026,U001,200148860,DOLLA ,57:01.5,2020,1930660041,00:00.0,00:00.0,00:00.0,NAA8,81023.41,0-15
7027,U001,200769623,WAL-MAR corporation,31:16.5,2020,1930675981,00:00.0,00:00.0,00:00.0,NAH4,15328.41,0-15
7028,U001,200759878,SA corp,26:55.4,2020,1930642294,00:00.0,00:00.0,00:00.0,NAH4,25477.97,0-15
7029,U001,200759878,SA co,39:08.6,2020,1930611678,00:00.0,00:00.0,00:00.0,NAH4,10893.51,0-15
7030,U001,200769623,WAL-MAR us,38:36.1,2020,1930620016,00:00.0,00:00.0,00:00.0,NAH4,39953.78,0-15
7031,U001,100032505,KEHE corp,10:49.6,2020,1930789982,00:00.0,00:00.0,00:00.0,NAGD,2859.84,0-15
7032,U001,200769623,WAL-MAR co,46:17.5,2020,1930635822,00:00.0,00:00.0,00:00.0,NAH4,16644.77,0-15
7033,U001,200353024,DECA foundation,23:27.8,2020,1930689927,00:00.0,00:00.0,00:00.0,NAM4,1871.76,
7034,U001,200637319,DIRECT  llc,28:16.0,2020,1930808558,00:00.0,00:00.0,00:00.0,NAA8,11157,0-15
7035,U001,200769623,WAL-MAR corp,04:00.7,2020,1930585839,00:00.0,00:00.0,00:00.0,NAH4,29484.65,0-15
7036,U001,200769623,WAL-MAR trust,17:22.0,2020,1930810965,00:00.0,00:00.0,00:00.0,NAH4,3612.31,0-15
7037,U013,140103480,PRIC foundation,52:46.2,2020,1991839887,00:00.0,00:00.0,00:00.0,NAVF,47497.8,
7038,U001,200771157,WEIS ,11:00.7,2020,1930709439,00:00.0,00:00.0,00:00.0,NAA8,76762.51,0-15
7039,U001,200726979,BJ'S  us,56:56.5,2020,1930654125,00:00.0,00:00.0,00:00.0,NAA8,209.29,0-15
7040,U001,200722444,PERFOR ,26:33.1,2020,1930772878,00:00.0,00:00.0,00:00.0,NA32,9128.52,0-15
7041,CA02,140104409,LOB trust,17:02.4,2020,2960621964,00:00.0,00:00.0,00:00.0,CA10,126466.8972,0-15
7042,U001,CCCA02,KRAFT  trust,42:40.8,2020,1930607694,00:00.0,00:00.0,00:00.0,NAG2,7798.08,0-15
7043,U001,200769623,WAL-MAR corp,53:20.4,2020,1930716327,00:00.0,00:00.0,00:00.0,NAH4,22072.36,0-15
7044,U001,200769623,WAL-MAR llc,00:18.5,2020,1930833514,00:00.0,00:00.0,00:00.0,NAH4,801.56,0-15
7045,U007,100024767,GREEN  associates,29:42.9,2020,1930736175,00:00.0,00:00.0,00:00.0,NAG2,1715.04,0-15
7046,U001,200290370,BARGAIN  corporation,43:24.9,2020,1930598633,00:00.0,00:00.0,00:00.0,NAA8,15232.32,0-15
7047,U001,200707822,PUBLI foundation,11:24.0,2020,1930653496,00:00.0,00:00.0,00:00.0,NAA8,99359.09,0-15
7048,U001,200275115,SHAWS  ,29:14.5,2020,1930565363,00:00.0,00:00.0,00:00.0,NAA8,78944.4,0-15
7049,U001,200337148,COAS corporation,03:44.3,2020,1930763279,00:00.0,00:00.0,00:00.0,NAA8,78121.37,0-15
7050,U001,200148860,DOLLA in,37:34.5,2020,1930732918,00:00.0,00:00.0,00:00.0,NAA8,56642.03,
7051,U001,200803720,DEC associates,39:44.4,2020,1930618490,00:00.0,00:00.0,00:00.0,NAM2,11066.02,
7052,U001,200726979,BJ'S  systems,11:25.2,2020,1930821958,00:00.0,00:00.0,00:00.0,NAA8,265.44,
7053,U001,200726979,BJ'S  us,51:36.1,2020,1930822703,00:00.0,00:00.0,00:00.0,NAA8,1109.91,0-15
7054,CA02,140104409,LOB associates,01:52.4,2020,2960625707,00:00.0,00:00.0,00:00.0,CAX2,247.6176,0-15
7055,U001,200762301,C&S WH in,24:30.2,2020,1930751596,00:00.0,00:00.0,00:00.0,NAC6,11595.48,
